"Marca","Codigo De Material SAP","Descripción Del Material SAP","Cod GENERICO","Txt GENERICO","Cod Grupo Artículo","descolorrgb","desdescubremas001","desdescubremas002","desdescubremas003","codcategoriawebredes","desimagen001","desimagen002","desimagen003","desimagen004","despaso001","despaso002","despaso003","despaso004","desperfumista001","desperfumista002","destip001","destip002","destip003","destip004","deswebredes","deslinkvideo001","deslinkvideo002","deslinkvideo003","deslinkvideo004","deslinkvideo005","desnombrecategoriawebredes","desnombrearchivovideo001","desnombrearchivovideo002","desnombrearchivovideo003","desnombrearchivovideo004","desnombreproductowebredes","despalabrasclave","desresumen","destextovideo001","destextovideo002","destextovideo003","destextovideo004","destextovideo005","destitulodescubremas001","destitulodescubremas002","destitulodescubremas003","destitulogeneralpasoapaso","destitulopaso001","destitulopaso002","destitulopaso003","destitulopaso004","destituloperfumista001","destituloperfumista002","destitulotip001","destitulotip002","destitulotip003","destitulotip004"
"L'BEL","200081896","LB CCCREAM HUM PT CLAIRE 40 G","P0121050000","LB CCCREAM HUM PT 40 G","Tratamiento Facial","","Porque corrige imperfecciones de manera inmediata, da´ndole un tono uniforme y a la vez natural a la piel hasta por 12 horas. Humecta la piel desde la primera aplicacio´n y la protege del sol y la polucio´n. Viene en tres tonos y es ideal para toda edad.","Hidrata tu piel por 24 horas, disminuye de manera inmediata la apariencia de manchas, líneas de expresión y poros abiertos. Protege tu rostro de los rayos solares y de la polución. Además, te brinda 12 horas de una cobertura pareja con un acabado muy natural. En un solo paso obtienes una piel suave, iluminada y protegida.","Con Tecnología Age Complex, conformado por activos con alto poder tratante que disminuye inmediatamente la apariencia de lineas de expresión, manchas y poros de la piel. Y con Smog Proof, una malla imperceptible que protege la piel contra la polución e impide que los rayos solares y otras sustancias nocivas se depositen sobre el rostro penetrando y causando el deterioro de la piel y con ello el envejecimiento prematuro.","CLAIRE","","","","","Sobre la piel limpia, coloca una pequeña cantidad de CC Cream en la frente, sobre la nariz, en los pómulos y barbilla.","Espárcela de adentro hacia afuera con la yema de tus dedos o con una brocha especial para base.","Para lograr un mejor acabado, empareja con suaves toques en tu piel con la yema de tus dedos.","","","","Sobre la piel limpia, coloca una pequeña cantidad de CC Cream en la frente, sobre la nariz, en los pómulos y barbilla.","Espárcela de adentro hacia afuera con la yema de tus dedos o con una brocha especial para base.","Para lograr un mejor acabado, empareja con suaves toques en tu piel con la yema de tus dedos.","","El primer paso para una piel perfecta y un maquillaje natural. CC Cream te brinda el cuidado facial más completo para tu piel: hidratación, protección solar y ambiental y cobertura en un solo paso.","","","","","","CLAIRE","","","","","Multibeneficios CC Cream","","Crema hidratante perfeccionadora para rostro FPS 35. 40 g e 1.4 oz.","","","","","","¿POR QUÉ NOS ENCANTA?","¿QUÉ HACE?","¿CÓMO FUNCIONA?","","PASO 1","PASO 2","PASO 3","","","","PASO UNO","PASO DOS","PASO TRES",""
"L'BEL","200082170","LB NOCTURNE SERUM 30 ML","","","Tratamiento Facial","","Es de muy fácil aplicación, su textura ligera se disuelve al contacto con tu rostro. Además, es ideal para toda edad y todo tipo de piel.","Repara y revitaliza la piel mientras duermes.","La tecnología Synchro Actif de Nocturne Se´rum potencia el proceso de reparación de tu piel y estimula la producción de proteínas que permiten que tu rostro luzca revitalizado cada man~ana.","lbel-0104","","","","","Todas las noches, antes de dormir, limpia y tonifica la piel de tu rostro.","Relájate y aplica el sérum con la yema de tus dedos en mociones circulares","Aplica tu hidratante preferida y disfruta de un sueño reparador.","","","","Todas las noches, antes de dormir, limpia y tonifica la piel de tu rostro.","Relájate y aplica el sérum con la yema de tus dedos en mociones circulares.","Aplica tu hidratante preferida y disfruta de un sueño reparador.","","Despierta con un aspecto visiblemente más radiante cada día. Deja que tu piel experimente el poder de reparación Nocturne que disminuye los signos del envejecimiento, te ofrece mayor firmeza y un tono más parejo. Luce un rostro luminoso, suave e hidratado. Obtén la piel que siempre quisiste.","","","","","","Serums","","","","","Sérum activador nocturno para el rostro","","Sérum activador nocturno para el rostro. 30 ml e 1 fl. oz.","","","","","","¿POR QUÉ NOS ENCANTA?","¿QUÉ HACE?","¿CÓMO FUNCIONA?","","PASO 1","PASO 2","PASO 3","","","","PASO UNO","PASO DOS","PASO TRES",""
"L'BEL","200083602","LB CONCE TO CR E.ESPECIAL 50 G","","","Tratamiento Facial","","Es un tratamiento de lujo que te ofrece en un solo paso todos los beneficios para tener una piel radiante. Además, es ideal para todo tipo de cutis. Las personas que la utilizaron obtuvieron: 77% piel más clara**, 95% más firmeza, 87% menos arrugas***, 98% de mayor luminosidad y 98% más hidratación","Aclara, afirma, alisa, ilumina e hidrata tu rostro.","Su fórrmula fusiona las propiedades del Maitake Imperial, secreto ancestral de juventud, con lo más avanzado de la ciencia para crear la innovadora tecnología Deglicâge. Esta es capaz de revertir el daño en las fibras de colágeno de la piel, logrando resultados visibles desde el primer día de uso.","lbel-010206","","","","","","","","","","","Limpia y tonifica la piel de tu rostro.","Extiende una pequeña cantidad de Concentré Total en tu rostro, dibujando círculos con las yema de tus dedos.","Disfruta mientras sientes cómo la crema empieza a absorberse. Su fórmula penetrará rápidamente en tu piel dejándola fresca suave e hidratada.","","Luce una piel totalmente rejuvenecida con un tratamiento excepcional que hace todo por tu piel. Su exclusiva fórmula concentra todos los beneficios necesarios para lucir un rostro radiante. Esta poderosa crema retiene el paso de los años y regenera tu piel cuidándola de vida y luminosidad.","","","","","","Concentré Total","","","","","Concentré Total","","Concentrado Global para Rostro en Crema. 50 g e 1.7 oz.","","","","","","¿POR QUÉ NOS ENCANTA?","¿QUÉ HACE?","¿CÓMO FUNCIONA?","","","","","","","","PASO UNO","PASO DOS","PASO TRES",""
"L'BEL","200083963","LB SKY CR PIEL SECA 50 G","","","Tratamiento Facial","","Su textura en crema es especial para cutis normal a seco. Su tecnología de doble acción promueve el aumento del nivel de oxi´geno y promueve la respiracio´n celular incrementando el nivel de hidratacio´n en la piel, mientras la cuida con FPS 20.","Recomendada para mujeres que buscan una hidratacio´n intensa y una proteccio´n eficaz contra las agresiones y estre´s del di´a a di´a, que opacan su piel y le quitan vitalidad","Es hipoalerge´nico, está libre de alcohol, aceites y parabenos (un tipo de preservantes que podía causar reacciones alérgicas en algunas pieles). No tapa los poros.","lbel-0102","","","","","Limpia y tonifica tu rostro.","Realizando suaves masajes, aplica la crema gel por todo tu rostro.","Incluye este hidratante en tu rutina facial. Repite los dos pasos anteriores por las mañanas y por las noches.","","","","Limpia y tonifica tu rostro.","Realizando suaves masajes, aplica la crema gel por todo tu rostro.","Incluye este hidratante en tu rutina facial. Repite los dos pasos anteriores por las ma&ntildeanas y por las noches.","","Hidratante con efecto oxigenador para ayudar a que tu piel respire y luzca llena de vida. Con Essential tendrás hasta 72 horas de máxima hidratación y suavidad y tu piel estará protegida con FPS 20.","","","","","","Hidratantes","","","","","Essential Crema Facial Cutis Normal a Seco","","Crema facial alta hidratación efecto oxigenador FPS 20. 50 g e 1.7 oz.","","","","","","¿POR QUÉ NOS ENCANTA?","¿QUÉ HACE?","¿CÓMO FUNCIONA?","","PASO 1","PASO 2","PASO 3","","","","PASO UNO","PASO DOS","PASO TRES",""
"L'BEL","200083967","LB SKY LOC PIEL GRASA 50 ML","","","Tratamiento Facial","","Su textura en loción es especial para cutis normal a graso. Su tecnología de doble acción promueve el aumento del nivel de oxi´geno y promueve la respiracio´n celular incrementando el nivel de hidratacio´n en la piel, mientras la cuida con FPS 20.","Para mujeres que buscan una hidratacio´n intensa y una proteccio´n eficaz contra las agresiones y estre´s del di´a a di´a, que opacan su piel y le quitan vitalidad","Hipoalerge´nico, libre de alcohol, aceites y parabenos (un tipo de preservantes que podía causar reacciones alérgicas en algunas pieles). No tapa los poros.","lbel-0102","","","","","Limpia y tonifica tu rostro.","Realizando suaves masajes, aplica la crema gel por todo tu rostro.","Incluye este hidratante en tu rutina facial. Repite los dos pasos anteriores por las mañanas y por las noches.","","","","Limpia y tonifica tu rostro.","Realizando suaves masajes, aplica la crema gel por todo tu rostro.","Incluye este hidratante en tu rutina facial. Repite los dos pasos anteriores por las ma&ntildeanas y por las noches.","","Hidratante con efecto oxigenador para ayudar a que tu piel respire y luzca llena de vida. Con Essential tendrás una piel libre de brillo, hidratada y protegida con FPS 20.","","","","","","Hidratantes","","","","","Loción Hidratante Essential - Cutis normal a graso","","Loción facial hidratación profunda con efecto oxigenador FPS 20. 50 ml e 1.6 fl. oz.","","","","","","¿POR QUÉ NOS ENCANTA?","¿QUÉ HACE?","¿CÓMO FUNCIONA?","","PASO 1","PASO 2","PASO 3","","","","PASO UNO","PASO DOS","PASO TRES",""
"ESIKA","200084191","ES REN CR 45+ DIA 45 G","","","Tratamiento Facial","","Nos encanta porque se adapta a tu ritmo de vida y hace que tu piel se vea radiante todas las mañanas.","Reduce la apariencia de manchas y arrugas. Te brinda una piel más firme, hidratada y notablemente más radiante.","Su tecnología Nanovitamin System contiene vitaminas B3, B5, E y Q10 encapsuladas en particulas microscópicas que van directamente donde tu piel más lo necesita.","esika-030101","","","","","","","","","","","","","","","Protege tu piel de los diferentes agresores externos y repárala con un tratamiento que reactiva la juventud de tu rostro. Aplícala día a día y cuida tu piel contra los rayos del sol con su FPS 25.","","","","","","Renacer","","","","","Renacer Advanced Día","","Tratamiento facial global contra los signos de la edad FPS 25 45g /2.4oz","","","","","","¿Por qué nos encanta?","¿Qué hace?","¿Cómo funciona?","","","","","","","","","","",""
"ESIKA","200084196","ES REN CR 45+NOCHE 45 G","","","Tratamiento Facial","","Es perfecta para verte siempre radiante. Tu piel lucirá suave y uniforme siempre.","Favorece la renovación de la piel y reduce la apriencia de manchas y arrugas evidentes.","Su tecnología Nanovitamin System contiene vitaminas B3, B5, E y Q10 encapsuladas en particulas microscópicas que van directamente donde tu piel más lo necesita.","esika-030101","","","","","","","","","","","","","","","Bríndale a tu piel la posibilidad de renovarse y nutrirse cada noche con Renacer Advanced que reactiva la juventudad de tu rostro y lo hace lucir asombroso.","","","","","","Renacer","","","","","Renacer Advanced Noche","","Tratamiento facial global contra los signos de la edad 45g /2.4oz","","","","","","¿Por qué nos encanta?","¿Qué hace?","¿Cómo funciona?","","","","","","","","","","",""
"L'BEL","200084555","LB COLLAGENESSE INTENSIVO 15ML","","","Tratamiento Facial","","El colágeno y el ácido hialurónico son elementos naturales de la piel que la mantienen lisa y sin arrugas. Sin embargo, su producción disminuye con el paso de los años y las arrugas aparecen o se intensifican.","Este suero de textura ligera cuenta con activos biotecnológicos que ayudan a incrementar la producción natural de colágeno y ácido hialurónico de la piel. Así restauran su soporte y disminuyen el aspecto de las arrugas.","Collagenesse [3x] Suero Intensivo es ideal para mujeres que buscan alisar al instante el aspecto de las arrugas y además reducirlas visiblemente con el uso continuo.","lbel-0104","","","","","Limpia y tonifica tu rostro.","Aplícatelo sobre la zona exacta que deseas tratar","Esparce y realiza un suave masaje con el aplicador","","","","Limpia y tonifica tu rostro","Aplícatelo sobre la zona exacta que deseas tratar","Esparce y realiza un suave masaje con el aplicador","","Suero facial intensivo. Disminución de apariencia de arrugas profundas.","","","","","","Serums","","","","","Suero facial intensivo Collagenesse [3x]","","Disminución de apariencia de arrugas profundas. 15 ml e 50 fl. oz.","","","","","","¿POR QUÉ NOS ENCANTA?","¿QUÉ HACE?","¿CÓMO FUNCIONA?","","PASO 1","PASO 2","PASO 3","","","","PASO UNO","PASO DOS","PASO TRES",""
"L'BEL","200084638","LB COLLAGENESSE ROSTRO 30 ML","","","Tratamiento Facial","","El cola´geno y el a´cido hialuro´nico son elementos naturales de la piel que la mantienen lisa y sin arrugas. Sin embargo, su produccio´n disminuye con el paso de los an~os y las arrugas aparecen o se intensifican.","Este suero de textura ligera cuenta con activos biotecnolo´gicos que ayudan a incrementar la produccio´n natural de cola´geno y a´cido hialuro´nico de la piel. Asi´ restauran su soporte y disminuyen el aspecto de las arrugas.","Collagenesse [3x] Serum es ideal para mujeres que buscan alisar al instante el aspecto de las arrugas y adema´s reducirlas visiblemente con el uso continuo. U´salo tambie´n para cuidar la piel de tu cuello y escote.","lbel-0104","","","","","Limpia y tonifica tu rostro.","Dosificar una pequeña cantidad sobre la yema de los dedos y esparcirla con suaves masajes sobre todo el rostro , especialmente en las zonas donde se concentran las arrugas, hasta su completa absorción.","Aplica Collagenesse todas las mañanas y/o noches.","","","","Limpia y tonifica tu rostro.","Dosificar una pequeña cantidad sobre la yema de los dedos y esparcirla con suaves masajes sobre todo el rostro , especialemente en las zonas donde se concentran las arrugas, hasta su completa absorsión.","Aplica Collagenesse todas las mañanas y/o noches.","","Luce un rostro con menos arrugas en 14 días. Disfruta de su efecto instantáneo y tratante que minimiza los signos más profundos disminuyendo su ancho, profundidad y tamaño.","","","","","","Serums","","","","","Collagenesse [3X] Suero facial disminución de la apariencia de arrugas","","Suero Facial Disminución de la Apariencia de Arrugas 30 ml e 1 fl. oz","","","","","","¿CÓMO SE ORIGINAN LAS ARRUGAS?","¿CÓMO FUNCIONA?","¿ES PARA TI?","","PASO 1","PASO 2","PASO 3","","","","PASO UNO","PASO DOS","PASO TRES",""
"L'BEL","200086082","LB ESSENTIAL OJOS 15 G","","","Tratamiento Facial","","Porque sus activos ayudan a reducir ojeras y bolsas, ya que restablecen y mantienen el equilibrio hi´drico para que el contorno de los ojos luzca saludable. Adema´s, su efecto ultrafri´o refresca y tonifica.","Su sistema roll-on de acero te brinda un suave masaje con una sensación ultra fría que refresca la piel de tus ojos que, combinado con sus principios activos, reduce la apariencia de ojeras y bolsas en tus ojos.","Restablece el equilibrio hídrico en la piel del contorno de los ojos.","lbel-010312","","","","","Desliza el roll-on alrededor de todo el contorno de ojos","Con los ojos cerrados, da suaves toques a manera de ligeros masajes en el contorno con la yema del dedo.","Siente el efecto suave y fresco de Essential para Contorno de Ojos en tu piel.","","","","","","","","Siente tu piel fresca, descansada e hidratada. Essential Hidratante para Ojos reduce la apariencia de los signos de fatiga, como ojeras y bolsas en un instante. Logra una mirada descansada, sin signos de fatiga y con piel hidratada","","","","","","Essential","","","","","Essential Hidratante Para Ojos","","Gel para Contorno de Ojos Hidratante y Refrescante 15 g e .52 oz.","","","","","","¿POR QUÉ NOS ENCANTA?","¿QUÉ HACE?","¿CÓMO FUNCIONA?","","PASO 1","PASO 2","PASO 3","","","","","","",""
